TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
ORL,01/25/2019,ORL vs. WAS,L,240,91,38,84,45.2,7,33,21.2,8,12,66.7,13,39,52,24,3,4,16,10,-4
DEN,01/25/2019,DEN vs. PHX,W,241,132,47,94,50,15,36,41.7,23,29,79.3,16,41,57,26,9,1,12,20,37
CHA,01/25/2019,CHA @ MIL,L,240,99,36,90,40,10,39,25.6,17,25,68,12,41,53,20,4,2,17,19,-9
GSW,01/26/2019,GSW @ BOS,W,240,115,37,83,44.6,12,33,36.4,29,34,85.3,11,42,53,25,8,7,14,19,4
BOS,01/26/2019,BOS vs. GSW,L,241,111,41,99,41.4,15,40,37.5,14,15,93.3,15,34,49,23,6,4,14,22,-4
SAS,01/26/2019,SAS @ NOP,W,239,126,47,91,51.6,11,24,45.8,21,25,84,9,42,51,30,5,3,9,19,12
ATL,01/26/2019,ATL @ POR,L,241,111,42,92,45.7,12,33,36.4,15,20,75,9,27,36,24,9,7,10,27,-9
PHI,01/26/2019,PHI @ DEN,L,240,110,38,91,41.8,14,36,38.9,20,27,74.1,11,30,41,29,7,2,12,24,-16
POR,01/26/2019,POR vs. ATL,W,239,120,41,82,50,11,30,36.7,27,30,90,11,36,47,26,8,7,18,23,9
DEN,01/26/2019,DEN vs. PHI,W,241,126,48,94,51.1,8,24,33.3,22,29,75.9,11,40,51,27,4,4,10,21,16
IND,01/26/2019,IND @ MEM,L,240,103,32,74,43.2,9,27,33.3,30,36,83.3,7,33,40,20,7,5,17,26,-3
MEM,01/26/2019,MEM vs. IND,W,239,106,39,80,48.8,9,28,32.1,19,28,67.9,8,28,36,29,8,5,12,24,3
NOP,01/26/2019,NOP vs. SAS,L,240,114,45,96,46.9,7,27,25.9,17,24,70.8,10,31,41,26,6,6,8,18,-12
SAC,01/27/2019,SAC @ LAC,L,240,108,37,93,39.8,8,36,22.2,26,30,86.7,15,29,44,18,12,6,12,26,-14
MIN,01/27/2019,MIN vs. UTA,L,240,111,37,77,48.1,17,36,47.2,20,23,87,5,30,35,22,7,4,16,22,-14
DAL,01/27/2019,DAL vs. TOR,L,239,120,43,88,48.9,11,36,30.6,23,34,67.6,7,36,43,25,5,2,11,29,-3
LAL,01/27/2019,LAL vs. PHX,W,240,116,47,89,52.8,10,23,43.5,12,18,66.7,14,27,41,28,8,10,16,30,14
OKC,01/27/2019,OKC vs. MIL,W,240,118,44,94,46.8,16,32,50,14,25,56,11,41,52,29,5,10,11,21,6
PHX,01/27/2019,PHX @ LAL,L,241,102,34,85,40,7,26,26.9,27,32,84.4,15,25,40,19,8,9,16,20,-14
LAC,01/27/2019,LAC vs. SAC,W,240,122,42,88,47.7,11,29,37.9,27,29,93.1,14,38,52,35,6,1,18,28,14
MIL,01/27/2019,MIL @ OKC,L,239,112,39,91,42.9,15,37,40.5,19,28,67.9,9,40,49,22,6,5,14,22,-6
CLE,01/27/2019,CLE @ CHI,W,240,104,39,92,42.4,13,34,38.2,13,15,86.7,12,40,52,26,5,3,8,13,3
NYK,01/27/2019,NYK vs. MIA,L,240,97,36,84,42.9,7,26,26.9,18,24,75,7,31,38,22,13,3,11,20,-9
SAS,01/27/2019,SAS vs. WAS,W,240,132,49,86,57,16,34,47.1,18,21,85.7,7,42,49,31,6,4,15,20,13
ORL,01/27/2019,ORL @ HOU,L,239,98,39,97,40.2,10,35,28.6,10,17,58.8,18,38,56,23,10,4,13,18,-5
WAS,01/27/2019,WAS @ SAS,L,240,119,40,89,44.9,18,46,39.1,21,29,72.4,8,24,32,32,11,0,9,18,-13
HOU,01/27/2019,HOU vs. ORL,W,240,103,38,80,47.5,12,36,33.3,15,21,71.4,3,36,39,20,8,7,13,19,5
TOR,01/27/2019,TOR @ DAL,W,240,123,37,83,44.6,17,34,50,32,38,84.2,8,36,44,24,6,5,7,27,3
CHI,01/27/2019,CHI vs. CLE,L,240,101,39,88,44.3,9,26,34.6,14,17,82.4,8,39,47,22,5,8,10,17,-3
UTA,01/27/2019,UTA @ MIN,W,241,125,46,86,53.5,15,39,38.5,18,25,72,6,30,36,30,8,5,9,17,14
MIA,01/27/2019,MIA @ NYK,W,240,106,39,84,46.4,12,33,36.4,16,18,88.9,8,39,47,26,6,5,15,24,9
GSW,01/28/2019,GSW @ IND,W,240,132,53,98,54.1,13,31,41.9,13,16,81.3,13,35,48,39,9,7,12,19,32
NYK,01/28/2019,NYK @ CHA,L,240,92,34,85,40,7,23,30.4,17,26,65.4,8,38,46,19,6,6,8,15,-9
DEN,01/28/2019,DEN @ MEM,W,240,95,37,84,44,8,36,22.2,13,14,92.9,9,28,37,17,10,2,15,18,3
MEM,01/28/2019,MEM vs. DEN,L,240,92,35,78,44.9,9,32,28.1,13,19,68.4,9,33,42,26,5,7,19,22,-3
IND,01/28/2019,IND vs. GSW,L,241,100,40,94,42.6,12,30,40,8,10,80,10,28,38,29,4,5,15,18,-32
ATL,01/28/2019,ATL @ LAC,W,239,123,44,87,50.6,10,34,29.4,25,29,86.2,15,29,44,28,7,6,17,25,5
BOS,01/28/2019,BOS vs. BKN,W,240,112,45,100,45,13,40,32.5,9,10,90,16,36,52,29,11,16,17,16,8
LAC,01/28/2019,LAC vs. ATL,L,239,118,41,85,48.2,10,27,37,26,28,92.9,13,25,38,27,10,4,16,26,-5
BKN,01/28/2019,BKN @ BOS,L,239,104,39,103,37.9,13,34,38.2,13,16,81.3,16,32,48,20,10,5,17,20,-8
CHA,01/28/2019,CHA vs. NYK,W,239,101,39,94,41.5,11,34,32.4,12,16,75,13,38,51,25,4,10,10,20,9
DET,01/29/2019,DET vs. MIL,L,239,105,42,89,47.2,12,37,32.4,9,12,75,10,29,39,29,8,3,11,14,-10
CHI,01/29/2019,CHI @ BKN,L,241,117,47,94,50,9,28,32.1,14,19,73.7,5,45,50,17,6,8,17,29,-5
NOP,01/29/2019,NOP @ HOU,W,239,121,46,90,51.1,9,31,29,20,25,80,13,42,55,27,8,9,17,17,5
ORL,01/29/2019,ORL vs. OKC,L,240,117,44,102,43.1,14,41,34.1,15,18,83.3,18,35,53,26,4,5,12,18,-9
SAS,01/29/2019,SAS vs. PHX,W,239,126,47,100,47,15,34,44.1,17,20,85,14,22,36,29,9,4,11,15,2
OKC,01/29/2019,OKC @ ORL,W,239,126,49,91,53.8,9,21,42.9,19,26,73.1,6,37,43,25,7,8,7,16,9
CLE,01/29/2019,CLE vs. WAS,W,240,116,45,84,53.6,15,34,44.1,11,24,45.8,7,41,48,30,3,2,15,21,3
MIL,01/29/2019,MIL @ DET,W,241,115,47,87,54,13,32,40.6,8,10,80,6,33,39,32,9,6,10,15,10
BKN,01/29/2019,BKN vs. CHI,W,239,122,42,94,44.7,10,35,28.6,28,40,70,7,36,43,25,11,2,8,21,5
HOU,01/29/2019,HOU vs. NOP,L,239,116,40,101,39.6,19,56,33.9,17,24,70.8,15,30,45,22,11,5,12,20,-5
PHX,01/29/2019,PHX @ SAS,L,238,124,48,80,60,13,29,44.8,15,19,78.9,3,35,38,26,8,5,18,22,-2
PHI,01/29/2019,PHI @ LAL,W,239,121,42,93,45.2,15,36,41.7,22,28,78.6,12,32,44,33,15,6,12,15,16
LAL,01/29/2019,LAL vs. PHI,L,240,105,43,92,46.7,7,23,30.4,12,16,75,14,35,49,26,7,4,21,20,-16
WAS,01/29/2019,WAS @ CLE,L,240,113,42,87,48.3,12,36,33.3,17,23,73.9,3,33,36,31,8,1,6,22,-3
BOS,01/30/2019,BOS vs. CHA,W,241,126,50,90,55.6,12,29,41.4,14,16,87.5,12,41,53,34,10,7,10,14,32
MIA,01/30/2019,MIA vs. CHI,L,241,89,34,89,38.2,12,42,28.6,9,13,69.2,15,32,47,22,6,2,14,20,-16
MEM,01/30/2019,MEM @ MIN,L,265,97,36,87,41.4,6,23,26.1,19,22,86.4,14,37,51,21,3,7,18,27,-2
CHI,01/30/2019,CHI @ MIA,W,239,105,40,78,51.3,8,19,42.1,17,21,81,5,35,40,26,6,3,12,20,16
POR,01/30/2019,POR vs. UTA,W,240,132,48,90,53.3,16,32,50,20,23,87,11,35,46,28,7,5,13,17,27
SAC,01/30/2019,SAC vs. ATL,W,241,135,54,99,54.5,11,35,31.4,16,21,76.2,15,38,53,36,7,2,14,24,22
IND,01/30/2019,IND @ WAS,L,241,89,33,84,39.3,9,31,29,14,18,77.8,10,29,39,27,6,3,15,21,-18
ATL,01/30/2019,ATL @ SAC,L,239,113,38,86,44.2,16,46,34.8,21,25,84,9,27,36,24,7,3,20,19,-22
DEN,01/30/2019,DEN @ NOP,W,240,105,42,89,47.2,9,30,30,12,19,63.2,6,37,43,31,10,7,9,17,6
MIN,01/30/2019,MIN vs. MEM,W,263,99,37,95,38.9,8,35,22.9,17,22,77.3,11,30,41,25,12,3,10,24,2
NYK,01/30/2019,NYK vs. DAL,L,239,90,32,78,41,6,26,23.1,20,28,71.4,5,29,34,16,10,5,12,15,-24
DAL,01/30/2019,DAL @ NYK,W,241,114,45,84,53.6,15,38,39.5,9,11,81.8,7,42,49,31,4,1,18,19,24
NOP,01/30/2019,NOP vs. DEN,L,240,99,37,89,41.6,15,36,41.7,10,13,76.9,8,40,48,27,4,4,14,20,-6
WAS,01/30/2019,WAS vs. IND,W,240,107,41,78,52.6,12,28,42.9,13,21,61.9,8,33,41,27,8,4,14,24,18
UTA,01/30/2019,UTA @ POR,L,240,105,38,85,44.7,11,34,32.4,18,21,85.7,8,28,36,24,9,4,16,22,-27
CHA,01/30/2019,CHA @ BOS,L,242,94,39,89,43.8,13,40,32.5,3,7,42.9,7,24,31,20,7,5,12,17,-32
SAS,01/31/2019,SAS vs. BKN,W,241,117,40,100,40,12,33,36.4,25,29,86.2,13,37,50,23,6,3,9,21,3
GSW,01/31/2019,GSW vs. PHI,L,240,104,41,88,46.6,11,38,28.9,11,16,68.8,9,28,37,30,13,7,15,19,-9
DAL,01/31/2019,DAL @ DET,L,241,89,36,88,40.9,7,25,28,10,14,71.4,11,33,44,18,2,5,10,21,-4
BKN,01/31/2019,BKN @ SAS,L,239,114,42,89,47.2,11,34,32.4,19,29,65.5,5,41,46,30,5,7,14,23,-3
TOR,01/31/2019,TOR vs. MIL,L,240,92,37,93,39.8,7,27,25.9,11,13,84.6,8,31,39,16,9,4,16,20,-13
ORL,01/31/2019,ORL vs. IND,W,239,107,38,82,46.3,11,25,44,20,22,90.9,9,39,48,25,4,5,15,19,7
LAL,01/31/2019,LAL @ LAC,W,264,123,42,92,45.7,11,26,42.3,28,35,80,7,49,56,28,7,4,16,24,3
IND,01/31/2019,IND @ ORL,L,241,100,41,91,45.1,4,19,21.1,14,16,87.5,6,36,42,26,8,2,9,18,-7
DET,01/31/2019,DET vs. DAL,W,239,93,33,86,38.4,9,33,27.3,18,23,78.3,15,37,52,21,5,5,11,24,4
LAC,01/31/2019,LAC vs. LAL,L,263,120,46,104,44.2,14,43,32.6,14,26,53.8,12,39,51,26,11,8,8,27,-3
PHI,01/31/2019,PHI @ GSW,W,239,113,41,88,46.6,12,37,32.4,19,24,79.2,16,33,49,30,11,5,19,19,9
MIL,01/31/2019,MIL @ TOR,W,239,105,39,79,49.4,14,38,36.8,13,17,76.5,7,43,50,21,13,6,18,16,13
NYK,02/01/2019,NYK vs. BOS,L,240,99,39,86,45.3,9,31,29,12,12,100,8,40,48,21,2,2,17,15,-14
HOU,02/01/2019,HOU @ DEN,L,241,122,45,85,52.9,16,44,36.4,16,21,76.2,11,19,30,23,6,3,10,24,-14
UTA,02/01/2019,UTA vs. ATL,W,240,128,46,87,52.9,12,35,34.3,24,30,80,11,40,51,31,4,6,15,22,16
ATL,02/01/2019,ATL @ UTA,L,241,112,39,98,39.8,14,46,30.4,20,24,83.3,8,32,40,23,11,4,11,27,-16
CHA,02/01/2019,CHA vs. MEM,W,240,100,32,73,43.8,12,29,41.4,24,28,85.7,6,34,40,15,6,7,12,17,8
DEN,02/01/2019,DEN vs. HOU,W,239,136,51,82,62.2,14,31,45.2,20,23,87,10,26,36,37,7,4,8,14,14
MEM,02/01/2019,MEM @ CHA,L,241,92,35,80,43.8,9,29,31,13,17,76.5,9,31,40,23,8,3,11,22,-8
OKC,02/01/2019,OKC @ MIA,W,239,118,44,91,48.4,16,30,53.3,14,19,73.7,13,37,50,23,10,4,15,20,16
MIA,02/01/2019,MIA vs. OKC,L,240,102,41,92,44.6,11,36,30.6,9,14,64.3,11,36,47,28,7,2,17,17,-16
BOS,02/01/2019,BOS @ NYK,W,241,113,46,100,46,13,37,35.1,8,10,80,11,32,43,25,11,7,7,18,14
DAL,02/02/2019,DAL @ CLE,W,240,111,40,84,47.6,16,39,41,15,19,78.9,9,41,50,20,2,4,13,26,13
NOP,02/02/2019,NOP @ SAS,L,239,108,43,96,44.8,10,35,28.6,12,12,100,5,37,42,26,6,4,8,16,-5
CHI,02/02/2019,CHI @ CHA,L,240,118,42,81,51.9,9,24,37.5,25,25,100,8,31,39,20,4,2,10,20,-7
IND,02/02/2019,IND @ MIA,W,239,95,38,89,42.7,7,24,29.2,12,17,70.6,14,29,43,26,15,4,13,20,7
ORL,02/02/2019,ORL vs. BKN,W,239,102,41,94,43.6,10,27,37,10,12,83.3,7,42,49,25,11,8,14,17,13
WAS,02/02/2019,WAS vs. MIL,L,240,115,43,93,46.2,10,33,30.3,19,26,73.1,12,34,46,28,6,6,12,19,-16
SAS,02/02/2019,SAS vs. NOP,W,240,113,44,92,47.8,9,23,39.1,16,18,88.9,10,40,50,29,5,2,11,16,5
CLE,02/02/2019,CLE vs. DAL,L,240,98,34,85,40,4,23,17.4,26,33,78.8,11,33,44,20,7,2,6,22,-13
LAL,02/02/2019,LAL @ GSW,L,241,101,42,96,43.8,7,27,25.9,10,17,58.8,13,36,49,23,5,4,15,18,-14
ATL,02/02/2019,ATL @ PHX,W,241,118,43,84,51.2,14,32,43.8,18,26,69.2,16,37,53,21,6,5,24,18,6
PHI,02/02/2019,PHI @ SAC,L,240,108,41,93,44.1,7,33,21.2,19,25,76,14,32,46,19,9,5,13,22,-7
HOU,02/02/2019,HOU @ UTA,W,239,125,40,87,46,15,39,38.5,30,37,81.1,8,40,48,17,15,8,14,29,27
LAC,02/02/2019,LAC @ DET,W,240,111,40,82,48.8,10,20,50,21,34,61.8,11,36,47,22,5,4,12,24,10
BKN,02/02/2019,BKN @ ORL,L,241,89,33,91,36.3,10,38,26.3,13,16,81.3,8,42,50,23,6,2,18,11,-13
MIL,02/02/2019,MIL @ WAS,W,241,131,45,91,49.5,17,39,43.6,24,24,100,6,40,46,30,10,4,11,19,16
UTA,02/02/2019,UTA vs. HOU,L,239,98,31,86,36,11,41,26.8,25,36,69.4,14,37,51,19,8,9,20,21,-27
GSW,02/02/2019,GSW vs. LAL,W,241,115,43,91,47.3,11,34,32.4,18,19,94.7,7,37,44,31,4,9,10,17,14
SAC,02/02/2019,SAC vs. PHI,W,239,115,42,92,45.7,11,30,36.7,20,24,83.3,12,38,50,22,9,2,16,19,7
CHA,02/02/2019,CHA vs. CHI,W,241,125,43,82,52.4,14,32,43.8,25,29,86.2,9,27,36,25,6,2,6,21,7
MIN,02/02/2019,MIN vs. DEN,L,240,106,42,89,47.2,11,34,32.4,11,16,68.8,8,33,41,27,6,4,8,15,-1
DET,02/02/2019,DET vs. LAC,L,241,101,35,83,42.2,17,42,40.5,14,20,70,7,31,38,21,6,4,14,27,-10
MIA,02/02/2019,MIA vs. IND,L,239,88,30,71,42.3,9,30,30,19,26,73.1,10,33,43,21,8,4,23,19,-7
DEN,02/02/2019,DEN @ MIN,W,241,107,42,89,47.2,13,33,39.4,10,14,71.4,15,33,48,29,3,7,10,16,1
PHX,02/02/2019,PHX vs. ATL,L,240,112,45,96,46.9,12,32,37.5,10,18,55.6,10,27,37,31,15,5,10,23,-6
BOS,02/03/2019,BOS vs. OKC,W,241,134,54,91,59.3,13,34,38.2,13,17,76.5,5,33,38,36,8,6,14,22,5
TOR,02/03/2019,TOR vs. LAC,W,240,121,43,94,45.7,9,33,27.3,26,31,83.9,16,40,56,21,10,5,14,28,18
NYK,02/03/2019,NYK vs. MEM,L,238,84,28,74,37.8,12,40,30,16,22,72.7,6,39,45,20,4,6,15,16,-12
LAC,02/03/2019,LAC @ TOR,L,241,103,38,89,42.7,2,12,16.7,25,29,86.2,7,29,36,15,7,7,13,24,-18
OKC,02/03/2019,OKC @ BOS,L,239,129,45,92,48.9,14,35,40,25,34,73.5,11,31,42,25,12,5,11,18,-5
MEM,02/03/2019,MEM @ NYK,W,241,96,37,91,40.7,9,26,34.6,13,18,72.2,10,39,49,25,8,4,7,20,12
DEN,02/04/2019,DEN @ DET,L,241,103,41,92,44.6,9,28,32.1,12,22,54.5,10,22,32,28,10,3,13,19,-26
IND,02/04/2019,IND @ NOP,W,241,109,41,91,45.1,10,28,35.7,17,24,70.8,8,35,43,25,5,3,9,17,2
SAS,02/04/2019,SAS @ SAC,L,240,112,42,98,42.9,9,32,28.1,19,21,90.5,15,31,46,18,6,3,8,20,-15
SAC,02/04/2019,SAC vs. SAS,W,242,127,50,90,55.6,13,32,40.6,14,23,60.9,8,40,48,26,5,5,8,18,15
MIL,02/04/2019,MIL @ BKN,W,242,113,43,101,42.6,10,39,25.6,17,25,68,15,44,59,29,9,7,9,20,19
HOU,02/04/2019,HOU @ PHX,W,239,118,43,87,49.4,13,41,31.7,19,25,76,12,31,43,19,13,2,12,19,8
PHX,02/04/2019,PHX vs. HOU,L,240,110,45,84,53.6,7,25,28,13,18,72.2,9,29,38,29,9,1,17,20,-8
NOP,02/04/2019,NOP vs. IND,L,240,107,39,90,43.3,9,38,23.7,20,24,83.3,13,42,55,26,6,4,16,19,-2
WAS,02/04/2019,WAS vs. ATL,L,240,129,48,97,49.5,12,38,31.6,21,29,72.4,13,27,40,34,5,8,8,20,-8
BKN,02/04/2019,BKN vs. MIL,L,240,94,33,102,32.4,5,42,11.9,23,28,82.1,16,40,56,23,5,9,13,21,-19
ATL,02/04/2019,ATL @ WAS,W,240,137,46,91,50.5,20,40,50,25,29,86.2,14,36,50,29,7,2,12,22,8
DET,02/04/2019,DET vs. DEN,W,240,129,48,88,54.5,16,37,43.2,17,20,85,16,37,53,32,8,8,20,20,26
BOS,02/05/2019,BOS @ CLE,W,241,103,40,82,48.8,9,26,34.6,14,14,100,8,34,42,29,10,10,13,14,7
POR,02/05/2019,POR vs. MIA,L,241,108,42,93,45.2,15,39,38.5,9,12,75,7,26,33,30,6,2,11,21,-10
MEM,02/05/2019,MEM vs. MIN,W,240,108,36,86,41.9,15,34,44.1,21,29,72.4,12,27,39,18,11,6,8,18,2
NYK,02/05/2019,NYK vs. DET,L,240,92,36,90,40,9,33,27.3,11,15,73.3,13,31,44,17,5,4,11,23,-13
CLE,02/05/2019,CLE vs. BOS,L,241,96,40,96,41.7,9,33,27.3,7,8,87.5,15,32,47,21,6,0,12,17,-7
ORL,02/05/2019,ORL @ OKC,L,240,122,42,90,46.7,11,37,29.7,27,34,79.4,8,32,40,27,14,4,18,29,-10
TOR,02/05/2019,TOR @ PHI,W,239,119,41,89,46.1,11,31,35.5,26,32,81.3,15,27,42,27,12,0,10,27,12
LAC,02/05/2019,LAC @ CHA,W,241,117,42,87,48.3,18,24,75,15,17,88.2,8,40,48,25,1,6,11,24,2
MIA,02/05/2019,MIA @ POR,W,241,118,45,83,54.2,7,22,31.8,21,25,84,8,38,46,18,11,7,12,15,10
LAL,02/05/2019,LAL @ IND,L,238,94,35,75,46.7,4,21,19,20,26,76.9,3,31,34,25,5,3,19,14,-42
PHI,02/05/2019,PHI vs. TOR,L,240,107,31,70,44.3,7,24,29.2,38,41,92.7,5,29,34,20,8,3,18,22,-12
MIN,02/05/2019,MIN @ MEM,L,240,106,39,87,44.8,9,29,31,19,20,95,16,39,55,26,4,4,15,23,-2
OKC,02/05/2019,OKC vs. ORL,W,240,132,46,92,50,13,30,43.3,27,37,73,8,41,49,25,11,2,17,25,10
IND,02/05/2019,IND vs. LAL,W,240,136,56,98,57.1,19,34,55.9,5,8,62.5,10,30,40,37,11,7,10,20,42
DET,02/05/2019,DET @ NYK,W,240,105,37,79,46.8,12,34,35.3,19,24,79.2,6,35,41,22,4,7,9,21,13
CHA,02/05/2019,CHA vs. LAC,L,239,115,39,93,41.9,15,42,35.7,22,26,84.6,11,33,44,19,8,9,5,19,-2
DEN,02/06/2019,DEN @ BKN,L,240,130,50,99,50.5,13,35,37.1,17,21,81,12,36,48,32,7,8,13,26,-5
NOP,02/06/2019,NOP @ CHI,W,241,125,45,85,52.9,15,35,42.9,20,30,66.7,14,32,46,26,1,6,11,18,5
BKN,02/06/2019,BKN vs. DEN,W,240,135,46,90,51.1,19,34,55.9,24,33,72.7,5,35,40,36,9,5,13,22,5
CHI,02/06/2019,CHI vs. NOP,L,240,120,45,91,49.5,16,36,44.4,14,19,73.7,9,27,36,27,8,6,8,23,-5
MIL,02/06/2019,MIL vs. WAS,W,240,148,56,93,60.2,19,30,63.3,17,26,65.4,8,26,34,33,15,3,14,20,19
SAC,02/06/2019,SAC vs. HOU,L,241,101,39,91,42.9,11,33,33.3,12,20,60,20,34,54,21,5,6,22,22,-26
SAS,02/06/2019,SAS @ GSW,L,240,102,35,81,43.2,12,32,37.5,20,21,95.2,4,26,30,24,6,5,18,19,-39
WAS,02/06/2019,WAS @ MIL,L,240,129,48,92,52.2,17,37,45.9,16,19,84.2,8,32,40,34,6,5,24,23,-19
UTA,02/06/2019,UTA vs. PHX,W,242,116,42,84,50,11,28,39.3,21,32,65.6,12,31,43,29,13,5,13,18,28
GSW,02/06/2019,GSW vs. SAS,W,242,141,55,95,57.9,16,34,47.1,15,21,71.4,14,38,52,42,14,5,11,20,39
PHX,02/06/2019,PHX @ UTA,L,240,88,35,75,46.7,3,17,17.6,15,19,78.9,7,29,36,23,8,2,22,25,-28
HOU,02/06/2019,HOU @ SAC,W,241,127,45,100,45,20,51,39.2,17,18,94.4,13,29,42,17,13,7,11,19,26
DAL,02/06/2019,DAL vs. CHA,W,240,99,38,94,40.4,11,36,30.6,12,17,70.6,15,42,57,25,8,5,13,12,6
CHA,02/06/2019,CHA @ DAL,L,240,93,36,89,40.4,9,37,24.3,12,17,70.6,8,39,47,17,9,9,14,17,-6
TOR,02/07/2019,TOR @ ATL,W,239,119,40,87,46,13,40,32.5,26,33,78.8,12,38,50,29,6,2,8,23,18
LAL,02/07/2019,LAL @ BOS,W,240,129,50,97,51.5,22,41,53.7,7,18,38.9,10,33,43,35,5,6,8,19,1
MEM,02/07/2019,MEM @ OKC,L,241,95,34,77,44.2,7,24,29.2,20,23,87,8,37,45,19,9,4,24,21,-22
LAC,02/07/2019,LAC @ IND,L,240,92,37,85,43.5,6,17,35.3,12,19,63.2,9,27,36,23,14,6,19,19,-24
POR,02/07/2019,POR vs. SAS,W,240,127,49,91,53.8,11,31,35.5,18,18,100,4,29,33,26,11,4,8,14,9
OKC,02/07/2019,OKC vs. MEM,W,240,117,43,90,47.8,17,44,38.6,14,22,63.6,11,33,44,29,17,2,11,25,22
BOS,02/07/2019,BOS vs. LAL,L,238,128,46,94,48.9,16,38,42.1,20,20,100,11,37,48,35,7,5,8,16,-1
IND,02/07/2019,IND vs. LAC,W,239,116,49,87,56.3,9,22,40.9,9,11,81.8,7,35,42,26,15,12,19,20,24
ORL,02/07/2019,ORL vs. MIN,W,240,122,45,83,54.2,11,26,42.3,21,23,91.3,10,31,41,23,5,7,13,16,10
SAS,02/07/2019,SAS @ POR,L,239,118,48,91,52.7,12,21,57.1,10,14,71.4,10,33,43,19,3,3,18,16,-9
ATL,02/07/2019,ATL vs. TOR,L,239,101,36,80,45,16,35,45.7,13,25,52,8,34,42,25,5,3,17,25,-18
MIN,02/07/2019,MIN @ ORL,L,240,112,46,99,46.5,10,26,38.5,10,12,83.3,16,27,43,23,8,4,12,19,-10
SAC,02/08/2019,SAC vs. MIA,W,240,102,37,90,41.1,9,26,34.6,19,25,76,10,36,46,18,11,5,13,17,6
MIL,02/08/2019,MIL @ DAL,W,240,122,51,93,54.8,10,36,27.8,10,12,83.3,10,41,51,25,4,5,12,21,15
MIN,02/08/2019,MIN @ NOP,L,239,117,46,91,50.5,9,21,42.9,16,22,72.7,10,39,49,22,6,8,15,20,-6
PHI,02/08/2019,PHI vs. DEN,W,240,117,39,78,50,10,22,45.5,29,32,90.6,7,35,42,23,7,5,17,12,7
GSW,02/08/2019,GSW @ PHX,W,241,117,41,81,50.6,10,29,34.5,25,35,71.4,9,40,49,30,5,9,18,23,10
MIA,02/08/2019,MIA @ SAC,L,240,96,38,88,43.2,11,33,33.3,9,19,47.4,11,38,49,26,6,8,18,21,-6
PHX,02/08/2019,PHX vs. GSW,L,240,107,39,101,38.6,6,31,19.4,23,30,76.7,19,29,48,23,12,1,11,28,-10
NYK,02/08/2019,NYK @ DET,L,240,103,35,78,44.9,7,22,31.8,26,41,63.4,10,29,39,22,6,5,13,23,-17
WAS,02/08/2019,WAS vs. CLE,W,238,119,46,92,50,12,35,34.3,15,16,93.8,10,38,48,35,10,4,16,19,13
DEN,02/08/2019,DEN @ PHI,L,240,110,46,94,48.9,6,26,23.1,12,13,92.3,8,32,40,35,5,3,12,19,-7
BKN,02/08/2019,BKN vs. CHI,L,239,106,39,94,41.5,13,41,31.7,15,16,93.8,6,27,33,26,9,1,11,21,-19
DET,02/08/2019,DET vs. NYK,W,241,120,42,86,48.8,13,30,43.3,23,29,79.3,11,35,46,24,3,6,12,27,17
DAL,02/08/2019,DAL vs. MIL,L,241,107,36,87,41.4,22,53,41.5,13,20,65,9,28,37,23,6,5,14,15,-15
CLE,02/08/2019,CLE @ WAS,L,240,106,36,96,37.5,12,38,31.6,22,25,88,17,35,52,21,6,3,14,16,-13
CHI,02/08/2019,CHI @ BKN,W,241,125,46,85,54.1,14,28,50,19,24,79.2,8,42,50,27,5,5,16,21,19
NOP,02/08/2019,NOP vs. MIN,W,241,122,43,91,47.3,9,30,30,27,28,96.4,8,37,45,27,11,7,11,21,6
IND,02/09/2019,IND vs. CLE,W,240,105,45,84,53.6,9,26,34.6,6,10,60,6,37,43,31,8,5,9,13,15
HOU,02/09/2019,HOU vs. OKC,L,240,112,37,86,43,16,45,35.6,22,30,73.3,7,32,39,18,10,7,12,26,-5
MEM,02/09/2019,MEM vs. NOP,W,240,99,38,88,43.2,8,29,27.6,15,18,83.3,10,35,45,27,6,2,10,24,9
CHI,02/09/2019,CHI vs. WAS,L,242,125,49,97,50.5,6,23,26.1,21,28,75,14,31,45,28,7,5,11,15,-9
WAS,02/09/2019,WAS @ CHI,W,239,134,55,95,57.9,12,27,44.4,12,14,85.7,6,33,39,38,6,6,13,23,9
ATL,02/09/2019,ATL vs. CHA,L,240,120,46,86,53.5,14,33,42.4,14,19,73.7,10,26,36,26,10,3,18,18,-9
SAS,02/09/2019,SAS @ UTA,L,240,105,40,89,44.9,7,22,31.8,18,20,90,5,31,36,24,7,3,9,17,-20
TOR,02/09/2019,TOR @ NYK,W,242,104,33,86,38.4,14,35,40,24,29,82.8,10,37,47,27,8,5,12,15,5
CHA,02/09/2019,CHA @ ATL,W,239,129,48,88,54.5,19,42,45.2,14,18,77.8,10,27,37,30,12,7,13,17,9
CLE,02/09/2019,CLE @ IND,L,241,90,35,79,44.3,16,36,44.4,4,9,44.4,5,25,30,23,3,2,12,13,-15
NOP,02/09/2019,NOP @ MEM,L,241,90,34,86,39.5,6,33,18.2,16,27,59.3,17,35,52,25,6,5,15,22,-9
NYK,02/09/2019,NYK vs. TOR,L,239,99,39,94,41.5,10,25,40,11,19,57.9,15,42,57,22,9,4,14,26,-5
